variant,mani,seed,ks,dH
asym,torus_rev,0,-0.8244352354135281,0.4576426757132168
asym,torus_rev,0,0.16040980561584475,0.5207527642413954
asym,torus_rev,0,1.13971220065059,0.49552725422998556
asym,torus_rev,0,2.0251739566543034,0.5132396792995513
asym,torus_rev,0,2.7146586244845827,0.5445634207927377
asym,torus_rev,0,3.476443283970611,0.5320284895236824
asym,torus_rev,0,4.159851205780628,0.5335278311782421
asym,torus_rev,0,4.758212825919105,0.5260882671728622
asym,torus_rev,0,5.243132896863694,0.5341220598509651
asym,torus_rev,0,5.687312062941407,0.5419636495093076
asym,torus_rev,0,6.241722869304866,0.5349910049104789
asym,torus_rev,0,6.552489901904882,0.5579147767926518
asym,torus_rev,0,6.8258055142037355,0.568507784806882
asym,torus_rev,0,7.0723527844277525,0.5730734265046511
asym,torus_rev,0,7.385108248581218,0.6078470919085319
asym,torus_rev,0,7.610127150037355,0.5537347830466963
asym,torus_rev,0,7.822475224421749,0.5427886393364023
asym,torus_rev,0,8.021845484041702,0.553416437995617
asym,torus_rev,0,8.224421882984677,0.6017622898174766
asym,torus_rev,0,8.415693011618764,0.5794577250916957
asym,torus_rev,0,8.539618773145904,0.6166823251074147
asym,torus_rev,0,8.657787905229474,0.5769857065971102
asym,torus_rev,0,8.73669899994915,0.5957536572717785
asym,torus_rev,0,8.863089404242388,0.6018504679333869
asym,torus_rev,0,8.922206624369233,0.5726618804925163
asym,torus_rev,0,8.962477115030955,0.589516092553211
asym,torus_rev,0,8.978817851681104,0.5714396230186098
asym,torus_rev,1,-23.399920291043433,0.322901366734456
asym,torus_rev,1,-22.41630033005406,0.31900250566540933
asym,torus_rev,1,-20.800756583054362,0.35846464911863585
asym,torus_rev,1,-19.158681153056257,0.3820151681112218
asym,torus_rev,1,-16.234122963051924,0.389503817846494
asym,torus_rev,1,-13.605898403721413,0.3811966210359863
asym,torus_rev,1,-11.669945572271,0.4144218945114808
asym,torus_rev,1,-8.878529218348493,0.37229676189726213
asym,torus_rev,1,-7.217689853111512,0.43707357101719513
asym,torus_rev,1,-5.722503424744727,0.4353534790598452
asym,torus_rev,1,-4.308506271570506,0.4281396439779783
asym,torus_rev,1,-3.339730992484357,0.44061188968603915
asym,torus_rev,1,-1.93537951002265,0.45515344718904416
asym,torus_rev,1,-0.6619613086033846,0.494516291871399
asym,torus_rev,1,0.40087961726181803,0.479139847019562
asym,torus_rev,1,1.2943255313132322,0.5003826219543859
asym,torus_rev,1,2.3427519846818687,0.5083897745147832
asym,torus_rev,1,2.905576144167138,0.5194264098829446
asym,torus_rev,1,3.6266641332107916,0.5494150519927237
asym,torus_rev,1,4.282403312740218,0.5218737406318157
asym,torus_rev,1,4.73913851320073,0.5505861590917149
asym,torus_rev,1,5.2405500573894725,0.5507511765109498
asym,torus_rev,1,5.782790485994107,0.4890762725861215
asym,torus_rev,1,6.050826575392815,0.5592921530571786
asym,torus_rev,1,6.406905906119987,0.5717757916715707
asym,torus_rev,1,6.74559979136968,0.5729412892542181
asym,torus_rev,1,7.098190900621948,0.5608520843713913
asym,torus_rev,1,7.344843786935374,0.5694330849869136
asym,torus_rev,1,7.656895723221904,0.5827764204027046
asym,torus_rev,1,7.86539433315475,0.6150003073931316
asym,torus_rev,1,8.04079476348914,0.5848216157090764
asym,torus_rev,1,8.276357838233567,0.590116426302588
